File,Max_AD_MMG,Max_SN_MMG,Max_AD_SSW,Max_SN_SSW,Max_AD_LE,Max_SN_LE
1.xlsx,0.513674,1.540888,0.081407,0.056366,0.074519,0.400856
2.xlsx,0.612535,1.218098,0.084747,0.051842,0.036439,0.301619
3.xlsx,0.501021,1.279084,0.103713,0.058999,0.038183,0.325322
4.xlsx,0.379676,1.277232,0.088531,0.044857,0.046703,0.370656
5.xlsx,0.681392,1.668258,0.107908,0.060984,0.084217,0.540714
