File,Max_AD_MMG,Max_SN_MMG,Max_AD_SSW,Max_SN_SSW,Max_AD_LE,Max_SN_LE
1.xlsx,0.531436,1.013665,0.049899,0.111985,0.38938,0.475151
2.xlsx,0.527476,0.436418,0.009958,0.03573,0.458088,0.438006
3.xlsx,0.312212,0.474198,0.017188,0.128947,0.35269,0.454411
4.xlsx,0.363578,0.425541,0.034163,0.090018,0.438626,0.422025
5.xlsx,0.367143,0.777989,0.009955,0.065123,0.31351,0.572278
