File,Max_AD_MMG,Max_SN_MMG,Max_AD_SSW,Max_SN_SSW,Max_AD_LE,Max_SN_LE
1.xlsx,0.054943,0.335159,0.006393,0.106208,0.052678,0.562982
2.xlsx,0.178386,0.126954,0.008341,0.023595,0.074076,0.202466
3.xlsx,0.142019,0.227886,0.004137,0.031089,0.167454,0.209379
4.xlsx,0.074278,0.288555,0.013322,0.039413,0.056796,0.538639
5.xlsx,0.211819,0.236121,0.062897,0.094415,0.23072,0.263352
