File,Max_AD_MMG,Max_SN_MMG,Max_AD_SSW,Max_SN_SSW,Max_AD_LE,Max_SN_LE
1.xlsx,0.438555,1.1749,0.066096,0.302329,0.167071,1.502332
2.xlsx,0.206972,0.705387,0.034827,0.248855,0.145553,0.967456
3.xlsx,0.382827,0.704254,0.106474,0.252822,0.166011,1.009809
4.xlsx,0.364142,2.453015,0.065245,0.421267,0.229552,2.058322
5.xlsx,1.593934,1.514997,0.707046,1.806405,0.193074,1.911628
